Player,Team,Amount,Year
Philip Hughes,Mumbai Indians,7500000.0,2013.0
Piyush Chawla,Kolkata Knight Riders,42500000.0,2014.0
Piyush Chawla,Kolkata Knight Riders,42000000.0,2018.0
Piyush Chawla,Chennai Super Kings,67500000.0,2020.0
Piyush Chawla,Mumbai Indians,24000000.0,2021.0
Prabhsimran Singh,Kings XI Punjab,48000000.0,2019.0
Prabhsimran Singh,Kings XI Punjab,5500000.0,2020.0
Prabhsimran Singh,Punjab Kings,6000000.0,2022.0
Pradeep Sangwan,Gujarat Lions,2000000.0,2016.0
Pradeep Sangwan,Mumbai Indians,15000000.0,2018.0
Pradeep Sangwan,Gujarat Titans,2000000.0,2022.0
Pragyan Ojha,Mumbai Indians,32500000.0,2014.0
Pragyan Ojha,Mumbai Indians,5000000.0,2015.0
Prasanth Padmanabhan,Sunrisers Hyderabad,1000000.0,2015.0
Prasanth Parameswaran,Sunrisers Hyderabad,3000000.0,2014.0
Prashant Chopra,Rajasthan Royals,2000000.0,2018.0
Prashant Solanki,Chennai Super Kings,12000000.0,2022.0
Prasidh Krishna,Rajasthan Royals,100000000.0,2022.0
Pratham Singh,Gujarat Lions,1000000.0,2017.0
Pratham Singh,Kolkata Knight Riders,2000000.0,2022.0
Pratyush Singh,Chennai Super Kings,1000000.0,2015.0
Pratyush Singh,Delhi Daredevils,1000000.0,2016.0
Praveen Dubey,Royal Challengers Bangalore,3500000.0,2016.0
Praveen Dubey,Royal Challengers Bangalore,1000000.0,2017.0
Praveen Kumar,Sunrisers Hyderabad,22000000.0,2015.0
Praveen Kumar,Gujarat Lions,35000000.0,2016.0
Pravin Dubey,Delhi Capitals,5000000.0,2022.0
Pravin Tambe,Rajasthan Royals,1000000.0,2014.0
Pravin Tambe,Gujarat Lions,2000000.0,2016.0
Pravin Tambe,Sunrisers Hyderabad,1000000.0,2017.0
Pravin Tambe,Kolkata Knight Riders,2000000.0,2020.0
Prayas Ray Barman,Royal Challengers Bangalore,15000000.0,2019.0
Prerak Mankad,Punjab Kings,2000000.0,2022.0
Prince Balwant Rai Singh,Mumbai Indians,2000000.0,2020.0
Prithvi Raj Yarra,Kolkata Knight Riders,2000000.0,2019.0
Prithvi Shaw,Delhi Daredevils,12000000.0,2018.0
Priyam Garg,Sunrisers Hyderabad,19000000.0,2020.0
Priyam Garg,Sunrisers Hyderabad,2000000.0,2022.0
Quinton De Kock,Sunrisers Hyderabad,1500000.0,2013.0
Quinton De Kock,Delhi Daredevils,35000000.0,2014.0
Quinton De Kock,Royal Challengers Bangalore,28000000.0,2018.0
Quinton De Kock,Lucknow Super Giants,67500000.0,2022.0
R Samarth,Sunrisers Hyderabad,2000000.0,2022.0
R. Ashwin,Rajasthan Royals,50000000.0,2022.0
R. Sai Kishore,Chennai Super Kings,2000000.0,2020.0
R. Sai Kishore,Gujarat Titans,30000000.0,2022.0
R. Sanjay Yadav,Kolkata Knight Riders,1000000.0,2017.0
Rahul Ajay Tripathi,Rising Pune Supergiant,1000000.0,2017.0
Rahul Buddhi,Mumbai Indians,2000000.0,2022.0
Rahul Chahar,Rising Pune Supergiant,1000000.0,2017.0
Rahul Chahar,Mumbai Indians,19000000.0,2018.0
Rahul Chahar,Punjab Kings,52500000.0,2022.0
Rahul Sharma,Delhi Daredevils,19000000.0,2014.0
Rahul Sharma,Chennai Super Kings,3000000.0,2015.0
Rahul Shukla,Delhi Daredevils,4000000.0,2014.0
Rahul Tewatia,Rajasthan Royals,1000000.0,2014.0
Rahul Tewatia,Kings XI Punjab,2500000.0,2017.0
Rahul Tewatia,Delhi Daredevils,30000000.0,2018.0
Rahul Tewatia,Gujarat Titans,90000000.0,2022.0
Rahul Tripathi,Rajasthan Royals,34000000.0,2018.0
Rahul Tripathi,Kolkata Knight Riders,6000000.0,2020.0
Rahul Tripathi,Sunrisers Hyderabad,85000000.0,2022.0
Raj Angad Bawa,Punjab Kings,20000000.0,2022.0
Rajagopal Sathish,Kolkata Knight Riders,2000000.0,2016.0
Rajat Bhatia,Rajasthan Royals,17000000.0,2014.0
Rajat Bhatia,Rising Pune Supergiant,6000000.0,2016.0
Rajat Patidar,Royal Challengers Bangalore,2000000.0,2021.0
Rajvardhan Hangargekar,Chennai Super Kings,15000000.0,2022.0
Ramandeep Singh,Mumbai Indians,2000000.0,2022.0
Ramesh Kumar,Kolkata Knight Riders,2000000.0,2022.0
Ranganath Vinay Kumar,Kolkata Knight Riders,28000000.0,2014.0
Ranganath Vinay Kumar,Kolkata Knight Riders,10000000.0,2018.0
Rashid Khan Arman,Sunrisers Hyderabad,40000000.0,2017.0
Rashid Khan Arman,Sunrisers Hyderabad,90000000.0,2018.0
Rasikh Dar,Mumbai Indians,2000000.0,2019.0
Rasikh Dar,Kolkata Knight Riders,2000000.0,2022.0
Rassie Van Der Dussen,Rajasthan Royals,10000000.0,2022.0
Ravi Bishnoi,Kings XI Punjab,20000000.0,2020.0
Ravi Bopara,Sunrisers Hyderabad,10000000.0,2015.0
Ravi Rampaul,Royal Challengers Bangalore,21750000.0,2013.0
Ravi Rampaul,Royal Challengers Bangalore,9000000.0,2014.0
Ravichandran Ashwin,Kings XI Punjab,76000000.0,2018.0
Ricky Bhui,Sunrisers Hyderabad,1000000.0,2014.0
Ricky Bhui,Sunrisers Hyderabad,2000000.0,2018.0
Ricky Ponting,Mumbai Indians,30000000.0,2013.0
Riley Meredith,Punjab Kings,80000000.0,2021.0
Riley Meredith,Mumbai Indians,10000000.0,2022.0
Rinku Singh,Kings XI Punjab,1000000.0,2017.0
Rinku Singh,Kolkata Knight Riders,8000000.0,2018.0
Rinku Singh,Kolkata Knight Riders,5500000.0,2022.0
Ripal Patel,Delhi Capitals,2000000.0,2021.0
Ripal Patel,Delhi Capitals,2000000.0,2022.0
Rishabh Pant,Delhi Daredevils,19000000.0,2016.0
Rishi Dhawan,Kings XI Punjab,30000000.0,2014.0
Rishi Dhawan,Kolkata Knight Riders,5500000.0,2017.0
Rishi Dhawan,Punjab Kings,5500000.0,2022.0
Riyan Parag,Rajasthan Royals,2000000.0,2019.0
Riyan Parag,Rajasthan Royals,38000000.0,2022.0
Robin Uthappa,Kolkata Knight Riders,50000000.0,2014.0
Robin Uthappa,Kolkata Knight Riders,64000000.0,2018.0
Robin Uthappa,Rajasthan Royals,30000000.0,2020.0
Robin Uthappa,Chennai Super Kings,20000000.0,2022.0
Romario Shepherd,Sunrisers Hyderabad,77500000.0,2022.0
Ronit More,Chennai Super Kings,1000000.0,2014.0
Ross Taylor,Delhi Daredevils,20000000.0,2014.0
Rovman Powell,Kolkata Knight Riders,3000000.0,2017.0
Rovman Powell,Delhi Capitals,28000000.0,2022.0
Rudra Pratap Singh,Royal Challengers Bangalore,30000000.0,2013.0
Rudra Pratap Singh,Rising Pune Supergiant,3000000.0,2016.0
Ruturaj Gaikwad,Chennai Super Kings,2000000.0,2019.0
Ryan McLaren,Kolkata Knight Riders,3750000.0,2013.0
Ryan Ten Doeschate,Kolkata Knight Riders,10000000.0,2014.0
Sachin Baby,Royal Challengers Bangalore,1000000.0,2016.0
Sachin Baby,Sunrisers Hyderabad,2000000.0,2018.0
Sachin Baby,Royal Challengers Bangalore,2000000.0,2021.0
Sachin Rana,Royal Challengers Bangalore,2000000.0,2014.0
Sachithra Senanayaka,Kolkata Knight Riders,46875000.0,2013.0
Sagar Trivedi,Rajasthan Royals,1000000.0,2015.0
Sam Billings,Delhi Daredevils,3000000.0,2016.0
Sam Billings,Chennai Super Kings,10000000.0,2018.0
Sam Billings,Delhi Capitals,20000000.0,2021.0
Sam Billings,Kolkata Knight Riders,20000000.0,2022.0
Sam Curran,Kings XI Punjab,72000000.0,2019.0
Sam Curran,Chennai Super Kings,55000000.0,2020.0
Samuel Badree,Chennai Super Kings,3000000.0,2014.0
Samuel Badree,Royal Challengers Bangalore,5000000.0,2016.0
Sandeep Bavanaka,Sunrisers Hyderabad,2000000.0,2020.0
Sandeep Lamichhane,Delhi Daredevils,2000000.0,2018.0
Sandeep Sharma,Kings XI Punjab,8500000.0,2014.0
Sandeep Sharma,Sunrisers Hyderabad,30000000.0,2018.0
Sandeep Sharma,Punjab Kings,5000000.0,2022.0
Sandeep Warrier,Royal Challengers Bangalore,1000000.0,2014.0
Sanjay Yadav,Sunrisers Hyderabad,2000000.0,2020.0
Sanjay Yadav,Mumbai Indians,5000000.0,2022.0
Sanju Samson,Delhi Daredevils,42000000.0,2016.0
Sanju Samson,Rajasthan Royals,80000000.0,2018.0
Sarabjit Ladda,Gujarat Lions,1000000.0,2016.0
Sarfaraz Khan,Delhi Capitals,2000000.0,2022.0
Sarfaraz Naushad Khan,Royal Challengers Bangalore,5000000.0,2015.0
Sarfaraz Naushad Khan,Kings XI Punjab,2500000.0,2019.0
Saurabh Dubey,Sunrisers Hyderabad,2000000.0,2022.0
Saurabh Kumar,Rising Pune Supergiant,1000000.0,2017.0
Saurabh Kumar,Punjab Kings,2000000.0,2021.0
Saurabh Tiwary,Delhi Daredevils,7000000.0,2014.0
Saurabh Tiwary,Mumbai Indians,3000000.0,2017.0
Saurabh Tiwary,Mumbai Indians,8000000.0,2018.0
Saurabh Tiwary,Mumbai Indians,5000000.0,2020.0
Sayan Ghosh,Kolkata Knight Riders,1000000.0,2017.0
Sayan Ghosh,Delhi Daredevils,2000000.0,2018.0
Sayan Sekhar Mandal,Kolkata Knight Riders,1000000.0,2014.0
Scott Boland,Rising Pune Supergiant,5000000.0,2016.0
Sean Abbott,Royal Challengers Bangalore,10000000.0,2015.0
Sean Abbott,Sunrisers Hyderabad,24000000.0,2022.0
Shadab Jakati,Royal Challengers Bangalore,2000000.0,2014.0
Shadab Jakati,Gujarat Lions,2000000.0,2016.0
Shahbaz Ahamad,Royal Challengers Bangalore,2000000.0,2020.0
Shahbaz Ahamad,Royal Challengers Bangalore,24000000.0,2022.0
Shahbaz Nadeem,Delhi Daredevils,8500000.0,2014.0
Shahbaz Nadeem,Delhi Daredevils,32000000.0,2018.0
Shahbaz Nadeem,Lucknow Super Giants,5000000.0,2022.0
Shahrukh Khan,Punjab Kings,52500000.0,2021.0
Shahrukh Khan,Punjab Kings,90000000.0,2022.0
Shakib Al Hasan,Kolkata Knight Riders,28000000.0,2014.0
Shakib Al Hasan,Sunrisers Hyderabad,20000000.0,2018.0
Shakib Al Hasan,Kolkata Knight Riders,32000000.0,2021.0
Shane Watson,Royal Challengers Bangalore,95000000.0,2016.0
Shane Watson,Chennai Super Kings,40000000.0,2018.0
Sharad Lumba,Mumbai Indians,2000000.0,2018.0
Shardul Thakur,Kings XI Punjab,2000000.0,2014.0
Shardul Thakur,Chennai Super Kings,26000000.0,2018.0
Shardul Thakur,Delhi Capitals,107500000.0,2022.0
Shashank Singh,Delhi Daredevils,1000000.0,2017.0
Shashank Singh,Rajasthan Royals,3000000.0,2019.0
Shashank Singh,Sunrisers Hyderabad,2000000.0,2022.0
Shaun Marsh,Kings XI Punjab,22000000.0,2014.0
Sheldon Cottrell,Kings XI Punjab,85000000.0,2020.0
Sheldon Jackson,Kolkata Knight Riders,1500000.0,2015.0
Sheldon Jackson,Kolkata Knight Riders,2000000.0,2021.0
Sheldon Jackson,Kolkata Knight Riders,6000000.0,2022.0
Shelley Shaurya,Gujarat Lions,1000000.0,2017.0
Sherfane Rutherford,Delhi Capitals,20000000.0,2019.0
Sherfane Rutherford,Royal Challengers Bangalore,10000000.0,2022.0
Shikhar Dhawan,Sunrisers Hyderabad,52000000.0,2018.0
Shikhar Dhawan,Punjab Kings,82500000.0,2022.0
Shimron Hetmyer,Royal Challengers Bangalore,42000000.0,2019.0
Shimron Hetmyer,Delhi Capitals,77500000.0,2020.0
Shimron Hetmyer,Rajasthan Royals,85000000.0,2022.0
Shishir Bhavane,Royal Challengers Bangalore,1000000.0,2015.0
Shivam Dube,Royal Challengers Bangalore,50000000.0,2019.0
Shivam Dube,Rajasthan Royals,44000000.0,2021.0
Shivam Dube,Chennai Super Kings,40000000.0,2022.0
Shivam Mavi,Kolkata Knight Riders,30000000.0,2018.0
Shivam Mavi,Kolkata Knight Riders,72500000.0,2022.0
Shivam Sharma,Kings XI Punjab,1000000.0,2014.0
Shivil Kaushik,Gujarat Lions,1000000.0,2016.0
Shreevats Goswami,Sunrisers Hyderabad,10000000.0,2018.0
Shreyas Gopal,Mumbai Indians,1000000.0,2014.0
Shreyas Gopal,Rajasthan Royals,2000000.0,2018.0
Shreyas Gopal,Sunrisers Hyderabad,7500000.0,2022.0
Shreyas Iyer,Delhi Daredevils,26000000.0,2015.0
Shreyas Iyer,Kolkata Knight Riders,122500000.0,2022.0
Shrikant Mundhe,Kolkata Knight Riders,2000000.0,2019.0
Shubam Agrawal,Gujarat Lions,1000000.0,2017.0
Shubham Garhwal,Rajasthan Royals,2000000.0,2022.0
Shubham Ranjane,Rajasthan Royals,2000000.0,2019.0
Shubman Gill,Kolkata Knight Riders,18000000.0,2018.0
Siddarth Kaul,Delhi Daredevils,4500000.0,2014.0
Siddarth Kaul,Sunrisers Hyderabad,1000000.0,2015.0
Siddarth Kaul,Sunrisers Hyderabad,38000000.0,2018.0
Siddharth Kaul,Royal Challengers Bangalore,7500000.0,2022.0
Siddhesh Dinesh Lad,Mumbai Indians,1000000.0,2015.0
Siddhesh Dinesh Lad,Mumbai Indians,2000000.0,2018.0
Simarjeet Singh,Chennai Super Kings,2000000.0,2022.0
Srikkanth Anirudha,Sunrisers Hyderabad,2000000.0,2014.0
Steven Smith,Rajasthan Royals,40000000.0,2014.0
Steven Smith,Delhi Capitals,22000000.0,2021.0
Stuart Binny,Royal Challengers Bangalore,20000000.0,2016.0
Stuart Binny,Rajasthan Royals,5000000.0,2018.0
Subhranshu Senapati,Chennai Super Kings,2000000.0,2022.0
Subramaniam Badrinath,Royal Challengers Bangalore,3000000.0,2015.0
Sudeep Tyagi,Sunrisers Hyderabad,7500000.0,2013.0
Sumit Narwal,Kolkata Knight Riders,1000000.0,2015.0
Suryakumar Yadav,Kolkata Knight Riders,7000000.0,2014.0
Suryakumar Yadav,Mumbai Indians,32000000.0,2018.0
Sushant Marathe,Mumbai Indians,1000000.0,2014.0
Suyash Prabhudesai,Royal Challengers Bangalore,2000000.0,2021.0
Suyash Prabhudessai,Royal Challengers Bangalore,3000000.0,2022.0
Swapnil Singh,Kings XI Punjab,1000000.0,2016.0
Syed Khaleel Ahmed,Delhi Daredevils,1000000.0,2016.0
Syed Khaleel Ahmed,Sunrisers Hyderabad,30000000.0,2018.0
Syed Khaleel Ahmed,Delhi Capitals,52500000.0,2022.0
Syed Mehdi Hasan,Sunrisers Hyderabad,2000000.0,2018.0
T Natarajan,Kings XI Punjab,30000000.0,2017.0
T Natarajan,Sunrisers Hyderabad,4000000.0,2018.0
T. Natarajan,Sunrisers Hyderabad,40000000.0,2022.0
Tajinder Dhillon,Mumbai Indians,5500000.0,2018.0
Tajinder Dhillon,Kings XI Punjab,2000000.0,2020.0
Tanmay Agarwal,Sunrisers Hyderabad,1000000.0,2017.0
Tanmay Agarwal,Sunrisers Hyderabad,2000000.0,2018.0
Tanmay Mishra,Royal Challengers Bangalore,1000000.0,2014.0
Tejas Baroka,Rajasthan Royals,2000000.0,2022.0
Tejas Singh Baroka,Gujarat Lions,1000000.0,2017.0
Thisara Perera,Sunrisers Hyderabad,50625000.0,2013.0
Thisara Perera,Kings XI Punjab,16000000.0,2014.0
Thisara Perera,Rising Pune Supergiant,10000000.0,2016.0
Tim David,Mumbai Indians,82500000.0,2022.0
Tim Seifert,Delhi Capitals,5000000.0,2022.0
Tim Southee,Rajasthan Royals,12000000.0,2014.0
Tim Southee,Mumbai Indians,25000000.0,2016.0
Tim Southee,Royal Challengers Bangalore,10000000.0,2018.0
Tim Southee,Kolkata Knight Riders,15000000.0,2022.0
Tirumalasetti Suman,Sunrisers Hyderabad,1000000.0,2016.0
Tom Banton,Kolkata Knight Riders,10000000.0,2020.0
Tom Curran,Rajasthan Royals,10000000.0,2020.0
Tom Curran,Delhi Capitals,52500000.0,2021.0
Travis Head,Delhi Daredevils,3000000.0,2015.0
Travis Head,Royal Challengers Bangalore,5000000.0,2016.0
Trent Boult,Sunrisers Hyderabad,38000000.0,2015.0
Trent Boult,Kolkata Knight Riders,50000000.0,2017.0
Trent Boult,Delhi Daredevils,22000000.0,2018.0
Trent Boult,Rajasthan Royals,80000000.0,2022.0
Tushar Deshpande,Delhi Capitals,2000000.0,2020.0
Tushar Deshpande,Chennai Super Kings,2000000.0,2022.0
Tymal Mills,Royal Challengers Bangalore,120000000.0,2017.0
Tymal Mills,Mumbai Indians,15000000.0,2022.0
Umang Sharma,Gujarat Lions,1000000.0,2016.0
Umesh Yadav,Kolkata Knight Riders,26000000.0,2014.0
Umesh Yadav,Royal Challengers Bangalore,42000000.0,2018.0
Umesh Yadav,Delhi Capitals,10000000.0,2021.0
Umesh Yadav,Kolkata Knight Riders,20000000.0,2022.0
Unmukt Chand,Rajasthan Royals,6500000.0,2014.0
Utkarsh Singh,Punjab Kings,2000000.0,2021.0
Vaibhav Arora,Kolkata Knight Riders,2000000.0,2021.0
Vaibhav Arora,Punjab Kings,20000000.0,2022.0
Vaibhav Rawal,Kolkata Knight Riders,1000000.0,2015.0
Varun Aaron,Royal Challengers Bangalore,20000000.0,2014.0
Varun Aaron,Kings XI Punjab,28000000.0,2017.0
Varun Aaron,Rajasthan Royals,24000000.0,2019.0
Varun Aaron,Gujarat Titans,5000000.0,2022.0
Varun Chakaravarthy,Kings XI Punjab,84000000.0,2019.0
Varun Chakaravarthy,Kolkata Knight Riders,40000000.0,2020.0
Veer Pratap Singh,Kolkata Knight Riders,4000000.0,2014.0
Venkatesh Iyer,Kolkata Knight Riders,2000000.0,2021.0
Venugopal Rao,Sunrisers Hyderabad,5500000.0,2014.0
Vicky Ostwal,Delhi Capitals,2000000.0,2022.0
Vijay Shankar,Chennai Super Kings,1000000.0,2014.0
Vijay Shankar,Sunrisers Hyderabad,3500000.0,2016.0
Vijay Shankar,Delhi Daredevils,32000000.0,2018.0
Vijay Shankar,Gujarat Titans,14000000.0,2022.0
Vijay Zol,Royal Challengers Bangalore,3000000.0,2014.0
Vikas Tokas,Royal Challengers Bangalore,1000000.0,2016.0
Vikramjeet Malik,Rajasthan Royals,2000000.0,2014.0
Vikramjeet Malik,Royal Challengers Bangalore,2000000.0,2016.0
Virat Singh,Sunrisers Hyderabad,19000000.0,2020.0
Virender Sehwag,Kings XI Punjab,32000000.0,2014.0
Vishnu Vinod,Delhi Capitals,2000000.0,2021.0
Vishnu Vinod,Sunrisers Hyderabad,5000000.0,2022.0
Wanindu Hasaranga,Royal Challengers Bangalore,107500000.0,2022.0
Washington Sundar,Sunrisers Hyderabad,87500000.0,2022.0
Wayne Parnell,Delhi Daredevils,10000000.0,2014.0
Wriddhiman Saha,Kings XI Punjab,22000000.0,2014.0
Wriddhiman Saha,Sunrisers Hyderabad,50000000.0,2018.0
Wriddhiman Saha,Sunrisers Hyderabad,12000000.0,2019.0
Wriddhiman Saha,Gujarat Titans,19000000.0,2022.0
Writtick Chatterjee,Punjab Kings,2000000.0,2022.0
Yash Dayal,Gujarat Titans,32000000.0,2022.0
Yash Dhull,Delhi Capitals,5000000.0,2022.0
Yashasvi Jaiswal,Rajasthan Royals,24000000.0,2020.0
Yogesh Gowalkar,Kings XI Punjab,1000000.0,2015.0
Yogesh Takawale,Royal Challengers Bangalore,1000000.0,2014.0
Yudhvir Charak,Mumbai Indians,2000000.0,2021.0
Yusuf Pathan,Kolkata Knight Riders,32500000.0,2014.0
Yusuf Pathan,Sunrisers Hyderabad,19000000.0,2018.0
Yuvraj Singh,Royal Challengers Bangalore,140000000.0,2014.0
Yuvraj Singh,Delhi Daredevils,160000000.0,2015.0
Yuvraj Singh,Sunrisers Hyderabad,70000000.0,2016.0
Yuvraj Singh,Kings XI Punjab,20000000.0,2018.0
Yuvraj Singh,Mumbai Indians,10000000.0,2019.0
Yuzvendra Chahal,Rajasthan Royals,65000000.0,2022.0
Yuzvendra Singh Chahal,Royal Challengers Bangalore,1000000.0,2014.0
Yuzvendra Singh Chahal,Royal Challengers Bangalore,60000000.0,2018.0
Zaheer Khan,Mumbai Indians,26000000.0,2014.0
Zaheer Khan,Delhi Daredevils,40000000.0,2015.0
Zahir Khan Pakteen,Rajasthan Royals,6000000.0,2018.0
