Player,Team,Amount,Year
Corey Anderson,Delhi Daredevils,10000000.0,2017.0
Dale Steyn,Gujarat Lions,23000000.0,2016.0
Dale Steyn,Royal Challengers Bangalore,20000000.0,2020.0
Dan Christian,Royal Challengers Bangalore,48000000.0,2021.0
Daniel Christian,Royal Challengers Bangalore,7500000.0,2013.0
Daniel Christian,Rising Pune Supergiant,10000000.0,2017.0
Daniel Christian,Delhi Daredevils,15000000.0,2018.0
Daniel Sams,Mumbai Indians,26000000.0,2022.0
Darcy Short,Rajasthan Royals,40000000.0,2018.0
Darren Bravo,Kolkata Knight Riders,5000000.0,2017.0
Darren Sammy,Sunrisers Hyderabad,31875000.0,2013.0
Darren Sammy,Sunrisers Hyderabad,35000000.0,2014.0
Darren Sammy,Royal Challengers Bangalore,28000000.0,2015.0
Darren Sammy,Kings XI Punjab,3000000.0,2017.0
Darshan Nalkande,Kings XI Punjab,3000000.0,2019.0
Darshan Nalkande,Gujarat Titans,2000000.0,2022.0
Daryl Mitchell,Rajasthan Royals,7500000.0,2022.0
David Miller,Kings XI Punjab,30000000.0,2018.0
David Miller,Rajasthan Royals,7500000.0,2020.0
David Miller,Gujarat Titans,30000000.0,2022.0
David Warner,Sunrisers Hyderabad,55000000.0,2014.0
David Warner,Delhi Capitals,62500000.0,2022.0
David Wiese,Royal Challengers Bangalore,28000000.0,2015.0
David Willey,Royal Challengers Bangalore,20000000.0,2022.0
Dawid Malan,Punjab Kings,15000000.0,2021.0
Debabrata Das,Kolkata Knight Riders,2000000.0,2014.0
Deepak Chahar,Rising Pune Supergiant,1000000.0,2016.0
Deepak Chahar,Chennai Super Kings,8000000.0,2018.0
Deepak Chahar,Chennai Super Kings,140000000.0,2022.0
Deepak Hooda,Rajasthan Royals,4000000.0,2014.0
Deepak Hooda,Sunrisers Hyderabad,42000000.0,2016.0
Deepak Hooda,Sunrisers Hyderabad,36000000.0,2018.0
Deepak Hooda,Kings XI Punjab,5000000.0,2020.0
Deepak Hooda,Lucknow Super Giants,57500000.0,2022.0
Deepak Punia,Mumbai Indians,1000000.0,2016.0
Devdutt Padikkal,Royal Challengers Bangalore,2000000.0,2019.0
Devdutt Padikkal,Rajasthan Royals,77500000.0,2022.0
Devon Conway,Chennai Super Kings,10000000.0,2022.0
Dewald Brevis,Mumbai Indians,30000000.0,2022.0
Dhawal Kulkarni,Rajasthan Royals,11000000.0,2014.0
Dhawal Kulkarni,Gujarat Lions,20000000.0,2016.0
Dhawal Kulkarni,Rajasthan Royals,7500000.0,2018.0
Dhruv Jurel,Rajasthan Royals,2000000.0,2022.0
Dhruv Shorey,Chennai Super Kings,2000000.0,2018.0
Digvijay Deshmukh,Mumbai Indians,2000000.0,2020.0
Dinesh Karthik,Delhi Daredevils,125000000.0,2014.0
Dinesh Karthik,Royal Challengers Bangalore,105000000.0,2015.0
Dinesh Karthik,Gujarat Lions,23000000.0,2016.0
Dinesh Karthik,Kolkata Knight Riders,74000000.0,2018.0
Dinesh Karthik,Royal Challengers Bangalore,55000000.0,2022.0
Dinesh Salunkhe,Rajasthan Royals,1000000.0,2015.0
Dirk Nannes,Chennai Super Kings,45000000.0,2013.0
Dishant Yagnik,Rajasthan Royals,3000000.0,2014.0
Dominic Drakes,Gujarat Titans,11000000.0,2022.0
Domnic Joseph Muthuswamy,Delhi Daredevils,7500000.0,2015.0
Dushmanta Chameera,Lucknow Super Giants,20000000.0,2022.0
Dushmantha Chameera,Rajasthan Royals,5000000.0,2018.0
Dwaine Pretorius,Chennai Super Kings,5000000.0,2022.0
Dwayne Bravo,Chennai Super Kings,64000000.0,2018.0
Dwayne Bravo,Chennai Super Kings,44000000.0,2022.0
Dwayne Smith,Chennai Super Kings,45000000.0,2014.0
Dwayne Smith,Gujarat Lions,23000000.0,2016.0
Eklavya Dwivedi,Chennai Super Kings,1000000.0,2015.0
Eklavya Dwivedi,Gujarat Lions,10000000.0,2016.0
Eklavya Dwivedi,Sunrisers Hyderabad,7500000.0,2017.0
Eoin Morgan,Sunrisers Hyderabad,15000000.0,2015.0
Eoin Morgan,Kings XI Punjab,20000000.0,2017.0
Eoin Morgan,Kolkata Knight Riders,52500000.0,2020.0
Evin Lewis,Mumbai Indians,38000000.0,2018.0
Evin Lewis,Lucknow Super Giants,20000000.0,2022.0
Fabian Allen,Sunrisers Hyderabad,5000000.0,2020.0
Fabian Allen,Punjab Kings,7500000.0,2021.0
Fabian Allen,Mumbai Indians,7500000.0,2022.0
Faf Du Plessis,Chennai Super Kings,47500000.0,2014.0
Faf Du Plessis,Chennai Super Kings,16000000.0,2018.0
Faf Du Plessis,Royal Challengers Bangalore,70000000.0,2022.0
Farhaan Behardien,Kings XI Punjab,3000000.0,2016.0
Fazalhaq Farooqi,Sunrisers Hyderabad,5000000.0,2022.0
Fidel Edwards,Rajasthan Royals,15750000.0,2013.0
Finn Allen,Royal Challengers Bangalore,8000000.0,2022.0
Gautam Gambhir,Delhi Daredevils,28000000.0,2018.0
George Bailey,Kings XI Punjab,32500000.0,2014.0
Glenn Maxwell,Mumbai Indians,75000000.0,2013.0
Glenn Maxwell,Kings XI Punjab,60000000.0,2014.0
Glenn Maxwell,Delhi Daredevils,90000000.0,2018.0
Glenn Maxwell,Kings XI Punjab,107500000.0,2020.0
Glenn Maxwell,Royal Challengers Bangalore,142500000.0,2021.0
Glenn Phillips,Sunrisers Hyderabad,15000000.0,2022.0
Gurinder Sandhu,Delhi Daredevils,17000000.0,2015.0
Gurkeerat Singh Mann,Gujarat Titans,5000000.0,2022.0
Gurkeerat Singh Mann,Delhi Daredevils,7500000.0,2018.0
Gurkeerat Singh Mann,Royal Challengers Bangalore,5000000.0,2019.0
Gurkeerat Singh Mann,Kings XI Punjab,13000000.0,2014.0
Hanuma Vihari,Sunrisers Hyderabad,1000000.0,2015.0
Hanuma Vihari,Delhi Capitals,20000000.0,2019.0
Harbhajan Singh,Chennai Super Kings,20000000.0,2018.0
Harbhajan Singh,Kolkata Knight Riders,20000000.0,2021.0
Hardik Pandya,Mumbai Indians,1000000.0,2015.0
Hardus Viljoen,Kings XI Punjab,7500000.0,2019.0
Harpreet Brar,Kings XI Punjab,2000000.0,2019.0
Harpreet Brar,Punjab Kings,38000000.0,2022.0
Harry Gurney,Kolkata Knight Riders,7500000.0,2019.0
Harshal Patel,Royal Challengers Bangalore,4000000.0,2014.0
Harshal Patel,Delhi Daredevils,2000000.0,2018.0
Harshal Patel,Royal Challengers Bangalore,107500000.0,2022.0
Heinrich Klaasen,Royal Challengers Bangalore,5000000.0,2019.0
Himmat Singh,Royal Challengers Bangalore,6500000.0,2019.0
Hrithik Shokeen,Mumbai Indians,2000000.0,2022.0
HS Sharath,Delhi Daredevils,1000000.0,2014.0
Imran Tahir,Chennai Super Kings,10000000.0,2018.0
Iqbal Abdullah,Rajasthan Royals,6500000.0,2014.0
Iqbal Abdullah,Royal Challengers Bangalore,1000000.0,2016.0
Irfan Pathan,Sunrisers Hyderabad,24000000.0,2014.0
Irfan Pathan,Chennai Super Kings,15000000.0,2015.0
Irfan Pathan,Rising Pune Supergiant,10000000.0,2016.0
Ishan Kishan,Gujarat Lions,3500000.0,2016.0
Ishan Kishan,Mumbai Indians,62000000.0,2018.0
Ishan Kishan,Mumbai Indians,152500000.0,2022.0
Ishan Porel,Punjab Kings,2500000.0,2022.0
Ishan Porel,Kings XI Punjab,2000000.0,
Ishank Jaggi,Kolkata Knight Riders,1000000.0,2017.0
Ishank Jaggi,Kolkata Knight Riders,2000000.0,2018.0
Ishant Sharma,Sunrisers Hyderabad,26000000.0,2014.0
Ishant Sharma,Rising Pune Supergiant,38000000.0,2016.0
Ishant Sharma,Delhi Capitals,11000000.0,2019.0
Ishwar Chandra Pandey,Chennai Super Kings,15000000.0,2014.0
Ishwar Chandra Pandey,Rising Pune Supergiant,2000000.0,2016.0
Isuru Udana,Royal Challengers Bangalore,5000000.0,2020.0
J Suchith,Sunrisers Hyderabad,3000000.0,2021.0
J Suchith,Mumbai Indians,1000000.0,2015.0
Jacob Oram,Mumbai Indians,3750000.0,2013.0
Jacques Kallis,Kolkata Knight Riders,55000000.0,2014.0
Jagadeesha Suchith,Sunrisers Hyderabad,2000000.0,2022.0
Jalaj Saxena,Mumbai Indians,9000000.0,2014.0
Jalaj Saxena,Royal Challengers Bangalore,1000000.0,2015.0
Jalaj Saxena,Delhi Capitals,2000000.0,2019.0
Jalaj Saxena,Punjab Kings,3000000.0,2021.0
James Faulkner,Rajasthan Royals,30000000.0,2013.0
James Neesham,Delhi Daredevils,10000000.0,2014.0
James Neesham,Kolkata Knight Riders,5000000.0,2015.0
James Neesham,Kings XI Punjab,5000000.0,2020.0
James Neesham,Mumbai Indians,5000000.0,2021.0
James Neesham,Rajasthan Royals,15000000.0,2022.0
Jaskaran Singh,Rising Pune Supergiant,1000000.0,2016.0
Jason Behrendorff,Mumbai Indians,15000000.0,2018.0
Jason Behrendorff,Royal Challengers Bangalore,7500000.0,2022.0
Jason Holder,Chennai Super Kings,1500000.0,2013.0
Jason Holder,Sunrisers Hyderabad,7500000.0,2014.0
Jason Holder,Kolkata Knight Riders,7000000.0,2016.0
Jason Holder,Lucknow Super Giants,87500000.0,2022.0
Jason Roy,Gujarat Lions,10000000.0,2017.0
Jason Roy,Delhi Daredevils,15000000.0,2018.0
Jason Roy,Delhi Capitals,15000000.0,2020.0
Jason Roy,Gujarat Titans,20000000.0,2022.0
Jasprit Bumrah,Mumbai Indians,12000000.0,2014.0
Jatin Saxena,Rajasthan Royals,2000000.0,2018.0
Javon Searless,Kolkata Knight Riders,3000000.0,2018.0
Jayant Yadav,Delhi Daredevils,1000000.0,2014.0
Jayant Yadav,Delhi Daredevils,5000000.0,2018.0
Jayant Yadav,Gujarat Titans,17000000.0,2022.0
Jaydev Shah,Gujarat Lions,2000000.0,2016.0
Jaydev Unadkat,Royal Challengers Bangalore,39375000.0,2013.0
Jaydev Unadkat,Delhi Daredevils,28000000.0,2014.0
Jaydev Unadkat,Delhi Daredevils,11000000.0,2015.0
Jaydev Unadkat,Kolkata Knight Riders,16000000.0,2016.0
Jaydev Unadkat,Rising Pune Supergiant,3000000.0,2017.0
Jaydev Unadkat,Rajasthan Royals,115000000.0,2018.0
Jaydev Unadkat,Rajasthan Royals,84000000.0,2019.0
Jaydev Unadkat,Rajasthan Royals,30000000.0,2020.0
Jaydev Unadkat,Mumbai Indians,13000000.0,2022.0
Jean-Paul Duminy,Delhi Daredevils,22000000.0,2014.0
Jean-Paul Duminy,Mumbai Indians,10000000.0,2018.0
Jeevan Mendis,Delhi Daredevils,3750000.0,2013.0
Jesse Ryder,Delhi Daredevils,19500000.0,2013.0
Jhye Richardson,Punjab Kings,140000000.0,2021.0
Jitesh Sharma,Mumbai Indians,1000000.0,2016.0
Jitesh Sharma,Punjab Kings,2000000.0,2022.0
Joe Denly,Kolkata Knight Riders,10000000.0,2019.0
Joel Paris,Delhi Daredevils,3000000.0,2016.0
Jofra Archer,Rajasthan Royals,72000000.0,2018.0
Jofra Archer,Mumbai Indians,80000000.0,2022.0
Johan Botha,Delhi Daredevils,33750000.0,2013.0
John Hastings,Chennai Super Kings,5000000.0,2014.0
John Hastings,Kolkata Knight Riders,13000000.0,2016.0
Jonny Bairstow,Sunrisers Hyderabad,22000000.0,2019.0
Jonny Bairstow,Punjab Kings,67500000.0,2022.0
Jos Buttler,Mumbai Indians,38000000.0,2016.0
Jos Buttler,Rajasthan Royals,44000000.0,2018.0
Josh Hazlewood,Mumbai Indians,5000000.0,2014.0
Josh Hazlewood,Chennai Super Kings,20000000.0,2020.0
Josh Hazlewood,Royal Challengers Bangalore,77500000.0,2022.0
Joshua Philippe,Royal Challengers Bangalore,2000000.0,2020.0
Juan Theron,Rajasthan Royals,3000000.0,2015.0
Krishnappa Gowtham,Lucknow Super Giants,9000000.0,2022.0
K.Bhagath Varma,Chennai Super Kings,2000000.0,2021.0
K.Bhagath Varma,Chennai Super Kings,2000000.0,2022.0
K.C Cariappa,Rajasthan Royals,2000000.0,2021.0
K.C Cariappa,Rajasthan Royals,3000000.0,2022.0
K.C. Cariappa,Kolkata Knight Riders,24000000.0,2015.0
K.C. Cariappa,Kings XI Punjab,8000000.0,2016.0
K.K. Jiyaz,Delhi Daredevils,1000000.0,2015.0
K.M. Asif,Chennai Super Kings,2000000.0,2022.0
K.S. Bharat,Delhi Capitals,20000000.0,2022.0
Kagiso Rabada,Delhi Daredevils,50000000.0,2017.0
Kagiso Rabada,Delhi Daredevils,42000000.0,2018.0
Kagiso Rabada,Punjab Kings,92500000.0,2022.0
Kamlesh Nagarkoti,Kolkata Knight Riders,32000000.0,2018.0
Kamlesh Nagarkoti,Delhi Capitals,11000000.0,2022.0
Kane Richardson,Pune Warriors India,52500000.0,2013.0
Kane Richardson,Rajasthan Royals,10000000.0,2014.0
Kane Richardson,Royal Challengers Bangalore,20000000.0,2016.0
Kane Richardson,Royal Challengers Bangalore,40000000.0,2020.0
Kane Williamson,Sunrisers Hyderabad,6000000.0,2015.0
Kane Williamson,Sunrisers Hyderabad,30000000.0,2018.0
Kanishk Seth,Chennai Super Kings,2000000.0,2018.0
Karan Sharma,Lucknow Super Giants,2000000.0,2022.0
Karanveer Singh,Kings XI Punjab,1000000.0,2014.0
Karn Sharma,Sunrisers Hyderabad,37500000.0,2014.0
Karn Sharma,Mumbai Indians,32000000.0,2017.0
Karn Sharma,Chennai Super Kings,50000000.0,2018.0
Karn Sharma,Royal Challengers Bangalore,5000000.0,2022.0
Kartik Tyagi,Rajasthan Royals,13000000.0,2020.0
Kartik Tyagi,Sunrisers Hyderabad,40000000.0,2022.0
Karun Nair,Rajasthan Royals,7500000.0,2014.0
Karun Nair,Delhi Daredevils,40000000.0,2016.0
Karun Nair,Kings XI Punjab,56000000.0,2018.0
Karun Nair,Kolkata Knight Riders,5000000.0,2021.0
Karun Nair,Rajasthan Royals,14000000.0,2022.0
Kedar Jadhav,Delhi Daredevils,20000000.0,2014.0
Kedar Jadhav,Chennai Super Kings,78000000.0,2018.0
Kedar Jadhav,Sunrisers Hyderabad,20000000.0,2021.0
Keemo Paul,Delhi Capitals,5000000.0,2019.0
Kevin Pietersen,Delhi Daredevils,90000000.0,2014.0
Kevin Pietersen,Sunrisers Hyderabad,20000000.0,2015.0
Kevin Pietersen,Rising Pune Supergiant,35000000.0,2016.0
Kevon Cooper,Rajasthan Royals,3000000.0,2014.0
Kieron Pollard,Mumbai Indians,54000000.0,2018.0
Kishore Pramod Kamath,Mumbai Indians,14000000.0,2016.0
KL Rahul,Sunrisers Hyderabad,10000000.0,2014.0
KL Rahul,Kings XI Punjab,110000000.0,2018.0
Kona Srikar Bharat,Delhi Daredevils,1000000.0,2015.0
Kona Srikar Bharat,Royal Challengers Bangalore,2000000.0,2021.0
Krishnappa Gowtham,Mumbai Indians,20000000.0,2017.0
Krishnappa Gowtham,Rajasthan Royals,62000000.0,2018.0
Krishnappa Gowtham,Chennai Super Kings,92500000.0,2021.0
Krismar Santokie,Mumbai Indians,3000000.0,2014.0
Krunal Pandya,Mumbai Indians,20000000.0,2016.0
Krunal Pandya,Mumbai Indians,88000000.0,2018.0
Krunal Pandya,Lucknow Super Giants,82500000.0,2022.0
Kshitiz Sharma,Chennai Super Kings,2000000.0,2018.0
Kuldeep Sen,Rajasthan Royals,2000000.0,2022.0
Kuldeep Yadav,Kolkata Knight Riders,4000000.0,2014.0
Kuldeep Yadav,Kolkata Knight Riders,58000000.0,2018.0
Kuldeep Yadav,Delhi Capitals,20000000.0,2022.0
Kuldip Yadav,Rajasthan Royals,2000000.0,2021.0
Kuldip Yadav,Rajasthan Royals,2000000.0,2022.0
Kulwant Khejroliya,Mumbai Indians,1000000.0,2017.0
Kulwant Khejroliya,Royal Challengers Bangalore,8500000.0,2018.0
Kusal Janith Perera,Rajasthan Royals,1500000.0,2013.0
Kyle Abbott,Chennai Super Kings,3000000.0,2015.0
Kyle Abbott,Kings XI Punjab,21000000.0,2016.0
Kyle Jamieson,Royal Challengers Bangalore,150000000.0,2021.0
Kyle Mayers,Lucknow Super Giants,5000000.0,2022.0
Lakshmipathy Balaji,Kings XI Punjab,18000000.0,2014.0
Lalit Yadav,Delhi Capitals,2000000.0,2020.0
Lalit Yadav,Delhi Capitals,6500000.0,2022.0
Lasith Malinga,Mumbai Indians,20000000.0,2019.0
Laxmi Ratan Shukla,Delhi Daredevils,15000000.0,2014.0
Laxmi Ratan Shukla,Sunrisers Hyderabad,3000000.0,2015.0
Liam Livingstone,Rajasthan Royals,5000000.0,2019.0
Liam Livingstone,Rajasthan Royals,7500000.0,2021.0
Liam Livingstone,Punjab Kings,115000000.0,2022.0
Lockie Ferguson,Rising Pune Supergiant,5000000.0,2017.0
Lockie Ferguson,Kolkata Knight Riders,16000000.0,2019.0
Lockie Ferguson,Gujarat Titans,100000000.0,2022.0
Luke Pomersbach,Kings XI Punjab,22500000.0,2013.0
Lukman Hussain Meriwala,Delhi Capitals,2000000.0,2021.0
Lungisani Ngidi,Chennai Super Kings,5000000.0,2018.0
Lungisani Ngidi,Delhi Capitals,5000000.0,2022.0
Luvnith Sisodia,Royal Challengers Bangalore,2000000.0,2022.0
M Siddharth,Kolkata Knight Riders,2000000.0,2020.0
M Siddharth,Delhi Capitals,2000000.0,2021.0
M. Ashwin,Rising Pune Supergiant,45000000.0,2016.0
M. Ashwin,Delhi Daredevils,10000000.0,2017.0
M. Ashwin,Royal Challengers Bangalore,22000000.0,2018.0
M. Ashwin,Kings XI Punjab,2000000.0,2019.0
M. Harisankar Reddy,Chennai Super Kings,2000000.0,2021.0
Washington Sundar,Royal Challengers Bangalore,32000000.0,2018.0
Maheesh Theekshana,Chennai Super Kings,7000000.0,2022.0
Mahipal Lomror,Delhi Daredevils,1000000.0,2016.0
Mahipal Lomror,Rajasthan Royals,2000000.0,2018.0
Mahipal Lomror,Royal Challengers Bangalore,9500000.0,2022.0
Manan Ajay Sharma,Kolkata Knight Riders,1000000.0,2016.0
Manan Vohra,Royal Challengers Bangalore,11000000.0,2018.0
Manan Vohra,Rajasthan Royals,2000000.0,2019.0
Manan Vohra,Lucknow Super Giants,2000000.0,2022.0
Mandeep Hardev Singh,Kings XI Punjab,8000000.0,2014.0
Mandeep Singh,Royal Challengers Bangalore,14000000.0,2018.0
Mandeep Singh,Delhi Capitals,11000000.0,2022.0
Manish Pandey,Kolkata Knight Riders,17000000.0,2014.0
Manish Pandey,Sunrisers Hyderabad,110000000.0,2018.0
Manish Pandey,Lucknow Super Giants,46000000.0,2022.0
Manjot Kalra,Delhi Daredevils,2000000.0,2018.0
Manoj Tiwary,Delhi Daredevils,28000000.0,2014.0
Manoj Tiwary,Rising Pune Supergiant,5000000.0,2017.0
Manoj Tiwary,Kings XI Punjab,10000000.0,2018.0
Manpreet Gony,Kings XI Punjab,37500000.0,2013.0
Manpreet Gony,Gujarat Lions,6000000.0,2017.0
Manprit Juneja,Sunrisers Hyderabad,1000000.0,2014.0
Manvinder Bisla,Kolkata Knight Riders,6000000.0,2014.0
Manzoor Dar,Kings XI Punjab,2000000.0,2018.0
Marchant De Lange,Mumbai Indians,3000000.0,2014.0
Marco Jansen,Mumbai Indians,2000000.0,2021.0
Marco Jansen,Sunrisers Hyderabad,42000000.0,2022.0
Marcus Stoinis,Delhi Daredevils,2500000.0,2015.0
Marcus Stoinis,Kings XI Punjab,5500000.0,2016.0
Marcus Stoinis,Kings XI Punjab,62000000.0,2018.0
Marcus Stoinis,Delhi Capitals,48000000.0,2020.0
Mark Wood,Chennai Super Kings,15000000.0,2018.0
Mark Wood,Lucknow Super Giants,75000000.0,2022.0
Martin Guptill,Kings XI Punjab,5000000.0,2017.0
Martin Guptill,Sunrisers Hyderabad,10000000.0,2019.0
Matt Henry,Chennai Super Kings,3000000.0,2014.0
Matt Henry,Kings XI Punjab,5000000.0,2017.0
Matthew Wade,Gujarat Titans,24000000.0,2022.0
Mayank Agarwal,Delhi Daredevils,16000000.0,2014.0
Mayank Agarwal,Kings XI Punjab,10000000.0,2018.0
Mayank Dagar,Kings XI Punjab,2000000.0,2018.0
Mayank Markande,Mumbai Indians,2000000.0,2018.0
Mayank Markande,Mumbai Indians,6500000.0,2022.0
Mayank Yadav,Lucknow Super Giants,2000000.0,2022.0
Michael Clarke,Pune Warriors India,30000000.0,2013.0
Michael Hussey,Mumbai Indians,50000000.0,2014.0
Michael Hussey,Chennai Super Kings,15000000.0,2015.0
Midhun S,Rajasthan Royals,2000000.0,2018.0
Milind Kumar,Delhi Daredevils,1000000.0,2014.0
Milind Kumar,Royal Challengers Bangalore,2000000.0,2019.0
Milind Tandon,Rising Pune Supergiant,1000000.0,2017.0
Mitchell Johnson,Kings XI Punjab,65000000.0,2014.0
Mitchell Johnson,Mumbai Indians,20000000.0,2017.0
Mitchell Johnson,Kolkata Knight Riders,20000000.0,2018.0
Mitchell Marsh,Rising Pune Supergiant,48000000.0,2016.0
Mitchell Marsh,Sunrisers Hyderabad,20000000.0,2020.0
Mitchell Marsh,Delhi Capitals,65000000.0,2022.0
Mitchell McClenaghan,Mumbai Indians,3000000.0,2015.0
Mitchell Santner,Chennai Super Kings,5000000.0,2018.0
Mitchell Santner,Chennai Super Kings,19000000.0,2022.0
Mitchell Starc,Royal Challengers Bangalore,50000000.0,2014.0
Mitchell Starc,Kolkata Knight Riders,94000000.0,2018.0
Mithun Manhas,Chennai Super Kings,3000000.0,2014.0
Moeen Ali,Royal Challengers Bangalore,17000000.0,2018.0
Moeen Ali,Chennai Super Kings,70000000.0,2021.0
Mohammad Nabi,Sunrisers Hyderabad,3000000.0,2017.0
Mohammad Nabi,Sunrisers Hyderabad,10000000.0,2018.0
Mohammad Nabi,Kolkata Knight Riders,10000000.0,2022.0
Mohammad Shami,Delhi Daredevils,42500000.0,2014.0
Mohammad Shami,Delhi Daredevils,30000000.0,2018.0
Mohammad Shami,Kings XI Punjab,48000000.0,2019.0
Mohammad Shami,Gujarat Titans,62500000.0,2022.0
Mohammed Azharudeen,Royal Challengers Bangalore,2000000.0,2021.0
Mohammed Siraj,Sunrisers Hyderabad,26000000.0,2017.0
Mohammed Siraj,Royal Challengers Bangalore,26000000.0,2018.0
Mohd. Arshad Khan,Mumbai Indians,2000000.0,2022.0
Mohit Sharma,Chennai Super Kings,20000000.0,2014.0
Mohit Sharma,Kings XI Punjab,65000000.0,2016.0
Mohit Sharma,Kings XI Punjab,24000000.0,2018.0
Mohit Sharma,Chennai Super Kings,50000000.0,2019.0
Mohit Sharma,Delhi Capitals,5000000.0,2020.0
Mohsin Khan,Mumbai Indians,2000000.0,2018.0
Mohsin Khan,Mumbai Indians,2000000.0,2020.0
Mohsin Khan,Lucknow Super Giants,2000000.0,2022.0
Moises Henriques,Royal Challengers Bangalore,22500000.0,2013.0
Moises Henriques,Sunrisers Hyderabad,10000000.0,2014.0
Moises Henriques,Kings XI Punjab,10000000.0,2019.0
Moises Henriques,Punjab Kings,42000000.0,2021.0
Monu Singh,Chennai Super Kings,2000000.0,2018.0
Morne Morkel,Kolkata Knight Riders,28000000.0,2014.0
Mujeeb Zadran,Kings XI Punjab,40000000.0,2018.0
Mujeeb Zadran,Sunrisers Hyderabad,15000000.0,2021.0
Mukesh Choudhary,Chennai Super Kings,2000000.0,2022.0
Munaf Patel,Gujarat Lions,3000000.0,2017.0
Murali Kartik,Kings XI Punjab,10000000.0,2014.0
Murali Vijay,Delhi Daredevils,50000000.0,2014.0
Murali Vijay,Kings XI Punjab,30000000.0,2015.0
Murali Vijay,Chennai Super Kings,20000000.0,2018.0
Murugan Ashwin,Mumbai Indians,16000000.0,2022.0
Mustafizur Rahman,Sunrisers Hyderabad,14000000.0,2016.0
Mustafizur Rahman,Mumbai Indians,22000000.0,2018.0
Mustafizur Rahman,Rajasthan Royals,10000000.0,2021.0
Mustafizur Rahman,Delhi Capitals,20000000.0,2022.0
Muttiah Muralitharan,Royal Challengers Bangalore,10000000.0,2014.0
N Jagadeesan,Chennai Super Kings,2000000.0,2018.0
N. Jagadeesan,Chennai Super Kings,2000000.0,2022.0
N. Tilak Varma,Mumbai Indians,17000000.0,2022.0
Naman Ojha,Sunrisers Hyderabad,5000000.0,2014.0
Naman Ojha,Delhi Daredevils,14000000.0,2018.0
Nathan Coulter-Nile,Mumbai Indians,33750000.0,2013.0
Nathan Coulter-Nile,Delhi Daredevils,42500000.0,2014.0
Nathan Coulter-Nile,Kolkata Knight Riders,35000000.0,2017.0
Nathan Coulter-Nile,Royal Challengers Bangalore,22000000.0,2018.0
Nathan Coulter-Nile,Mumbai Indians,80000000.0,2020.0
Nathan Coulter-Nile,Mumbai Indians,50000000.0,2021.0
Nathan Coulter-Nile,Rajasthan Royals,20000000.0,2022.0
Nathan Ellis,Punjab Kings,7500000.0,2022.0
Nathan McCullum,Sunrisers Hyderabad,7500000.0,2013.0
Nathu Singh,Mumbai Indians,32000000.0,2016.0
Nathu Singh,Gujarat Lions,5000000.0,2017.0
Nathu Singh,Delhi Capitals,2000000.0,2019.0
Navdeep Saini,Delhi Daredevils,1000000.0,2017.0
Navdeep Saini,Royal Challengers Bangalore,30000000.0,2018.0
Navdeep Saini,Rajasthan Royals,26000000.0,2022.0
Nic Maddinson,Royal Challengers Bangalore,5000000.0,2014.0
Nicolas Pooran,Sunrisers Hyderabad,107500000.0,2022.0
Nicolas Pooran,Mumbai Indians,3000000.0,2017.0
Nicolas Pooran,Kings XI Punjab,42000000.0,2019.0
Nidheesh M D Dinesan,Mumbai Indians,2000000.0,2018.0
Nikhil Shankar Naik,Kings XI Punjab,3000000.0,2015.0
Nikhil Shankar Naik,Kolkata Knight Riders,2000000.0,2019.0
Nikhil Shankar Naik,Kolkata Knight Riders,2000000.0,2020.0
Nitish Rana,Mumbai Indians,1000000.0,2015.0
Nitish Rana,Kolkata Knight Riders,34000000.0,2018.0
Nitish Rana,Kolkata Knight Riders,80000000.0,2022.0
Noor Ahmad,Gujarat Titans,3000000.0,2022.0
Obed Mccoy,Rajasthan Royals,7500000.0,2022.0
Odean Smith,Punjab Kings,60000000.0,2022.0
Oshane Thomas,Rajasthan Royals,11000000.0,2019.0
Oshane Thomas,Rajasthan Royals,5000000.0,2020.0
Pankaj Jaswal,Mumbai Indians,2000000.0,2019.0
Pankaj Singh,Royal Challengers Bangalore,11250000.0,2013.0
Paras Dogra,Gujarat Lions,1000000.0,2016.0
Pardeep Sahu,Rajasthan Royals,1000000.0,2015.0
Pardeep Sahu,Kings XI Punjab,1000000.0,2016.0
Pardeep Sahu,Kings XI Punjab,2000000.0,2018.0
Parthiv Patel,Royal Challengers Bangalore,14000000.0,2014.0
Parthiv Patel,Royal Challengers Bangalore,17000000.0,2018.0
Parveez Rasool,Sunrisers Hyderabad,9500000.0,2014.0
Parvinder Awana,Kings XI Punjab,6500000.0,2014.0
Pat Cummins,Mumbai Indians,54000000.0,2018.0
Pat Cummins,Kolkata Knight Riders,155000000.0,2020.0
Pat Cummins,Kolkata Knight Riders,72500000.0,2022.0
Pat Cummins,Kolkata Knight Riders,10000000.0,2014.0
Pat Cummins,Delhi Daredevils,45000000.0,2017.0
Pavan Deshpande,Royal Challengers Bangalore,2000000.0,2018.0
Pavan Deshpande,Royal Challengers Bangalore,2000000.0,2020.0
Pawan Negi,Chennai Super Kings,1000000.0,2014.0
Pawan Negi,Delhi Daredevils,85000000.0,2016.0
Pawan Negi,Royal Challengers Bangalore,10000000.0,2017.0
Pawan Negi,Royal Challengers Bangalore,10000000.0,2018.0
Pawan Negi,Kolkata Knight Riders,5000000.0,2021.0
Pawan Suyal,Mumbai Indians,1000000.0,2014.0
Pawan Suyal,Delhi Daredevils,1000000.0,2016.0
Peter Handscomb,Rising Pune Supergiant,3000000.0,2016.0
