Player,Team,Amount,Year
Daryl Mitchell,Rajasthan Royals,92000.0,2022.0
David Miller,Kings XI Punjab,368000.0,2018.0
David Miller,Rajasthan Royals,92000.0,2020.0
David Miller,Gujarat Titans,368000.0,2022.0
David Warner,Sunrisers Hyderabad,675000.0,2014.0
David Warner,Delhi Daredevils,767000.0,2022.0
David Wiese,Royal Challengers Bangalore,343000.0,2015.0
David Willey,Royal Challengers Bangalore,245000.0,2022.0
Dawid Malan,Punjab Kings,184000.0,2021.0
Debabrata Das,Kolkata Knight Riders,25000.0,2014.0
Deepak Chahar,Rising Pune Supergiants,12000.0,2016.0
Deepak Chahar,Chennai Super Kings,98000.0,2018.0
Deepak Chahar,Chennai Super Kings,1717000.0,2022.0
Deepak Hooda,Rajasthan Royals,49000.0,2014.0
Deepak Hooda,Sunrisers Hyderabad,515000.0,2016.0
Deepak Hooda,Sunrisers Hyderabad,442000.0,2018.0
Deepak Hooda,Kings XI Punjab,61000.0,2020.0
Deepak Hooda,Lucknow Super Giants,705000.0,2022.0
Deepak Punia,Mumbai Indians,12000.0,2016.0
Devdutt Padikkal,Royal Challengers Bangalore,25000.0,2019.0
Devdutt Padikkal,Rajasthan Royals,951000.0,2022.0
Devon Conway,Chennai Super Kings,123000.0,2022.0
Dewald Brevis,Mumbai Indians,368000.0,2022.0
Dhawal Kulkarni,Rajasthan Royals,135000.0,2014.0
Dhawal Kulkarni,Gujarat Lions,245000.0,2016.0
Dhawal Kulkarni,Rajasthan Royals,92000.0,2018.0
Dhruv Jurel,Rajasthan Royals,25000.0,2022.0
Dhruv Shorey,Chennai Super Kings,25000.0,2018.0
Digvijay Deshmukh,Mumbai Indians,25000.0,2020.0
Dinesh Karthik,Delhi Daredevils,1533000.0,2014.0
Dinesh Karthik,Royal Challengers Bangalore,1288000.0,2015.0
Dinesh Karthik,Gujarat Lions,282000.0,2016.0
Dinesh Karthik,Kolkata Knight Riders,908000.0,2018.0
Dinesh Karthik,Royal Challengers Bangalore,675000.0,2022.0
Dinesh Salunkhe,Rajasthan Royals,12000.0,2015.0
Dirk Nannes,Chennai Super Kings,552000.0,2013.0
Dishant Yagnik,Rajasthan Royals,37000.0,2014.0
Dominic Drakes,Gujarat Titans,135000.0,2022.0
Domnic Joseph Muthuswamy,Delhi Daredevils,92000.0,2015.0
Dushmanta Chameera,Lucknow Super Giants,245000.0,2022.0
Dushmantha Chameera,Rajasthan Royals,61000.0,2018.0
Dwaine Pretorius,Chennai Super Kings,61000.0,2022.0
Dwayne Bravo,Chennai Super Kings,785000.0,2018.0
Dwayne Bravo,Chennai Super Kings,540000.0,2022.0
Dwayne Smith,Chennai Super Kings,552000.0,2014.0
Dwayne Smith,Gujarat Lions,282000.0,2016.0
Eklavya Dwivedi,Chennai Super Kings,12000.0,2015.0
Eklavya Dwivedi,Gujarat Lions,123000.0,2016.0
Eklavya Dwivedi,Sunrisers Hyderabad,92000.0,2017.0
Eoin Morgan,Sunrisers Hyderabad,184000.0,2015.0
Eoin Morgan,Kings XI Punjab,245000.0,2017.0
Eoin Morgan,Kolkata Knight Riders,644000.0,2020.0
Evin Lewis,Mumbai Indians,466000.0,2018.0
Evin Lewis,Lucknow Super Giants,245000.0,2022.0
Fabian Allen,Sunrisers Hyderabad,61000.0,2020.0
Fabian Allen,Punjab Kings,92000.0,2021.0
Fabian Allen,Mumbai Indians,92000.0,2022.0
Faf Du Plessis,Chennai Super Kings,583000.0,2014.0
Faf Du Plessis,Chennai Super Kings,196000.0,2018.0
Faf Du Plessis,Royal Challengers Bangalore,859000.0,2022.0
Farhaan Behardien,Kings XI Punjab,37000.0,2016.0
Fazalhaq Farooqi,Sunrisers Hyderabad,61000.0,2022.0
Fidel Edwards,Rajasthan Royals,193000.0,2013.0
Finn Allen,Royal Challengers Bangalore,98000.0,2022.0
Gautam Gambhir,Delhi Daredevils,343000.0,2018.0
George Bailey,Kings XI Punjab,399000.0,2014.0
Glenn Maxwell,Mumbai Indians,920000.0,2013.0
Glenn Maxwell,Kings XI Punjab,736000.0,2014.0
Glenn Maxwell,Delhi Daredevils,1104000.0,2018.0
Glenn Maxwell,Kings XI Punjab,1319000.0,2020.0
Glenn Maxwell,Royal Challengers Bangalore,1748000.0,2021.0
Glenn Phillips,Sunrisers Hyderabad,184000.0,2022.0
Gurinder Sandhu,Delhi Daredevils,209000.0,2015.0
Gurkeerat Singh Mann,Gujarat Titans,61000.0,2022.0
Gurkeerat Singh Mann,Delhi Daredevils,92000.0,2018.0
Gurkeerat Singh Mann,Royal Challengers Bangalore,61000.0,2019.0
Gurkeerat Singh Mann,Kings XI Punjab,159000.0,2014.0
Hanuma Vihari,Sunrisers Hyderabad,12000.0,2015.0
Hanuma Vihari,Delhi Daredevils,245000.0,2019.0
Harbhajan Singh,Chennai Super Kings,245000.0,2018.0
Harbhajan Singh,Kolkata Knight Riders,245000.0,2021.0
Hardik Pandya,Mumbai Indians,12000.0,2015.0
Hardus Viljoen,Kings XI Punjab,92000.0,2019.0
Harpreet Brar,Kings XI Punjab,25000.0,2019.0
Harpreet Brar,Punjab Kings,466000.0,2022.0
Harry Gurney,Kolkata Knight Riders,92000.0,2019.0
Harshal Patel,Royal Challengers Bangalore,49000.0,2014.0
Harshal Patel,Delhi Daredevils,25000.0,2018.0
Harshal Patel,Royal Challengers Bangalore,1319000.0,2022.0
Heinrich Klaasen,Royal Challengers Bangalore,61000.0,2019.0
Himmat Singh,Royal Challengers Bangalore,80000.0,2019.0
Hrithik Shokeen,Mumbai Indians,25000.0,2022.0
HS Sharath,Delhi Daredevils,12000.0,2014.0
Imran Tahir,Chennai Super Kings,123000.0,2018.0
Iqbal Abdullah,Rajasthan Royals,80000.0,2014.0
Iqbal Abdullah,Royal Challengers Bangalore,12000.0,2016.0
Irfan Pathan,Sunrisers Hyderabad,294000.0,2014.0
Irfan Pathan,Chennai Super Kings,184000.0,2015.0
Irfan Pathan,Rising Pune Supergiants,123000.0,2016.0
Ishan Kishan,Gujarat Lions,43000.0,2016.0
Ishan Kishan,Mumbai Indians,760000.0,2018.0
Ishan Kishan,Mumbai Indians,1870000.0,2022.0
Ishan Porel,Punjab Kings,31000.0,2022.0
Ishan Porel,Kings XI Punjab,25000.0,
Ishank Jaggi,Kolkata Knight Riders,12000.0,2017.0
Ishank Jaggi,Kolkata Knight Riders,25000.0,2018.0
Ishant Sharma,Sunrisers Hyderabad,319000.0,2014.0
Ishant Sharma,Rising Pune Supergiants,466000.0,2016.0
Ishant Sharma,Delhi Daredevils,135000.0,2019.0
Ishwar Chandra Pandey,Chennai Super Kings,184000.0,2014.0
Ishwar Chandra Pandey,Rising Pune Supergiants,25000.0,2016.0
Isuru Udana,Royal Challengers Bangalore,61000.0,2020.0
J Suchith,Sunrisers Hyderabad,37000.0,2021.0
J Suchith,Mumbai Indians,12000.0,2015.0
Jacob Oram,Mumbai Indians,46000.0,2013.0
Jacques Kallis,Kolkata Knight Riders,675000.0,2014.0
Jagadeesha Suchith,Sunrisers Hyderabad,25000.0,2022.0
Jalaj Saxena,Mumbai Indians,110000.0,2014.0
Jalaj Saxena,Royal Challengers Bangalore,12000.0,2015.0
Jalaj Saxena,Delhi Daredevils,25000.0,2019.0
Jalaj Saxena,Punjab Kings,37000.0,2021.0
James Faulkner,Rajasthan Royals,368000.0,2013.0
James Neesham,Delhi Daredevils,123000.0,2014.0
James Neesham,Kolkata Knight Riders,61000.0,2015.0
James Neesham,Kings XI Punjab,61000.0,2020.0
James Neesham,Mumbai Indians,61000.0,2021.0
James Neesham,Rajasthan Royals,184000.0,2022.0
Jaskaran Singh,Rising Pune Supergiants,12000.0,2016.0
Jason Behrendorff,Mumbai Indians,184000.0,2018.0
Jason Behrendorff,Royal Challengers Bangalore,92000.0,2022.0
Jason Holder,Chennai Super Kings,18000.0,2013.0
Jason Holder,Sunrisers Hyderabad,92000.0,2014.0
Jason Holder,Kolkata Knight Riders,86000.0,2016.0
Jason Holder,Lucknow Super Giants,1073000.0,2022.0
Jason Roy,Gujarat Lions,123000.0,2017.0
Jason Roy,Delhi Daredevils,184000.0,2018.0
Jason Roy,Delhi Daredevils,184000.0,2020.0
Jason Roy,Gujarat Titans,245000.0,2022.0
Jasprit Bumrah,Mumbai Indians,147000.0,2014.0
Jatin Saxena,Rajasthan Royals,25000.0,2018.0
Javon Searless,Kolkata Knight Riders,37000.0,2018.0
Jayant Yadav,Delhi Daredevils,12000.0,2014.0
Jayant Yadav,Delhi Daredevils,61000.0,2018.0
Jayant Yadav,Gujarat Titans,209000.0,2022.0
Jaydev Shah,Gujarat Lions,25000.0,2016.0
Jaydev Unadkat,Royal Challengers Bangalore,483000.0,2013.0
Jaydev Unadkat,Delhi Daredevils,343000.0,2014.0
Jaydev Unadkat,Delhi Daredevils,135000.0,2015.0
Jaydev Unadkat,Kolkata Knight Riders,196000.0,2016.0
Jaydev Unadkat,Rising Pune Supergiants,37000.0,2017.0
Jaydev Unadkat,Rajasthan Royals,1411000.0,2018.0
Jaydev Unadkat,Rajasthan Royals,1030000.0,2019.0
Jaydev Unadkat,Rajasthan Royals,368000.0,2020.0
Jaydev Unadkat,Mumbai Indians,159000.0,2022.0
Jean-Paul Duminy,Delhi Daredevils,270000.0,2014.0
Jean-Paul Duminy,Mumbai Indians,123000.0,2018.0
Jeevan Mendis,Delhi Daredevils,46000.0,2013.0
Jesse Ryder,Delhi Daredevils,239000.0,2013.0
Jhye Richardson,Punjab Kings,1717000.0,2021.0
Jitesh Sharma,Mumbai Indians,12000.0,2016.0
Jitesh Sharma,Punjab Kings,25000.0,2022.0
Joe Denly,Kolkata Knight Riders,123000.0,2019.0
Joel Paris,Delhi Daredevils,37000.0,2016.0
Jofra Archer,Rajasthan Royals,883000.0,2018.0
Jofra Archer,Mumbai Indians,981000.0,2022.0
Johan Botha,Delhi Daredevils,414000.0,2013.0
John Hastings,Chennai Super Kings,61000.0,2014.0
John Hastings,Kolkata Knight Riders,159000.0,2016.0
Jonny Bairstow,Sunrisers Hyderabad,270000.0,2019.0
Jonny Bairstow,Punjab Kings,828000.0,2022.0
Jos Buttler,Mumbai Indians,466000.0,2016.0
Jos Buttler,Rajasthan Royals,540000.0,2018.0
Josh Hazlewood,Mumbai Indians,61000.0,2014.0
Josh Hazlewood,Chennai Super Kings,245000.0,2020.0
Josh Hazlewood,Royal Challengers Bangalore,951000.0,2022.0
Joshua Philippe,Royal Challengers Bangalore,25000.0,2020.0
Juan Theron,Rajasthan Royals,37000.0,2015.0
Krishnappa Gowtham,Lucknow Super Giants,110000.0,2022.0
K.Bhagath Varma,Chennai Super Kings,25000.0,2021.0
K.Bhagath Varma,Chennai Super Kings,25000.0,2022.0
K.C Cariappa,Rajasthan Royals,25000.0,2021.0
K.C Cariappa,Rajasthan Royals,37000.0,2022.0
K.C. Cariappa,Kolkata Knight Riders,294000.0,2015.0
K.C. Cariappa,Kings XI Punjab,98000.0,2016.0
K.K. Jiyaz,Delhi Daredevils,12000.0,2015.0
K.M. Asif,Chennai Super Kings,25000.0,2022.0
K.S. Bharat,Delhi Daredevils,245000.0,2022.0
Kagiso Rabada,Delhi Daredevils,613000.0,2017.0
Kagiso Rabada,Delhi Daredevils,515000.0,2018.0
Kagiso Rabada,Punjab Kings,1135000.0,2022.0
Kamlesh Nagarkoti,Kolkata Knight Riders,392000.0,2018.0
Kamlesh Nagarkoti,Delhi Daredevils,135000.0,2022.0
Kane Richardson,Pune Warriors,644000.0,2013.0
Kane Richardson,Rajasthan Royals,123000.0,2014.0
Kane Richardson,Royal Challengers Bangalore,245000.0,2016.0
Kane Richardson,Royal Challengers Bangalore,491000.0,2020.0
Kane Williamson,Sunrisers Hyderabad,74000.0,2015.0
Kane Williamson,Sunrisers Hyderabad,368000.0,2018.0
Kanishk Seth,Chennai Super Kings,25000.0,2018.0
Karan Sharma,Lucknow Super Giants,25000.0,2022.0
Karanveer Singh,Kings XI Punjab,12000.0,2014.0
Karn Sharma,Sunrisers Hyderabad,460000.0,2014.0
Karn Sharma,Mumbai Indians,392000.0,2017.0
Karn Sharma,Chennai Super Kings,613000.0,2018.0
Karn Sharma,Royal Challengers Bangalore,61000.0,2022.0
Kartik Tyagi,Rajasthan Royals,159000.0,2020.0
Kartik Tyagi,Sunrisers Hyderabad,491000.0,2022.0
Karun Nair,Rajasthan Royals,92000.0,2014.0
Karun Nair,Delhi Daredevils,491000.0,2016.0
Karun Nair,Kings XI Punjab,687000.0,2018.0
Karun Nair,Kolkata Knight Riders,61000.0,2021.0
Karun Nair,Rajasthan Royals,172000.0,2022.0
Kedar Jadhav,Delhi Daredevils,245000.0,2014.0
Kedar Jadhav,Chennai Super Kings,957000.0,2018.0
Kedar Jadhav,Sunrisers Hyderabad,245000.0,2021.0
Keemo Paul,Delhi Daredevils,61000.0,2019.0
Kevin Pietersen,Delhi Daredevils,1104000.0,2014.0
Kevin Pietersen,Sunrisers Hyderabad,245000.0,2015.0
Kevin Pietersen,Rising Pune Supergiants,429000.0,2016.0
Kevon Cooper,Rajasthan Royals,37000.0,2014.0
Kieron Pollard,Mumbai Indians,662000.0,2018.0
Kishore Pramod Kamath,Mumbai Indians,172000.0,2016.0
KL Rahul,Sunrisers Hyderabad,123000.0,2014.0
KL Rahul,Kings XI Punjab,1349000.0,2018.0
Kona Srikar Bharat,Delhi Daredevils,12000.0,2015.0
Kona Srikar Bharat,Royal Challengers Bangalore,25000.0,2021.0
Krishnappa Gowtham,Mumbai Indians,245000.0,2017.0
Krishnappa Gowtham,Rajasthan Royals,760000.0,2018.0
Krishnappa Gowtham,Chennai Super Kings,1135000.0,2021.0
Krismar Santokie,Mumbai Indians,37000.0,2014.0
Krunal Pandya,Mumbai Indians,245000.0,2016.0
Krunal Pandya,Mumbai Indians,1079000.0,2018.0
Krunal Pandya,Lucknow Super Giants,1012000.0,2022.0
Kshitiz Sharma,Chennai Super Kings,25000.0,2018.0
Kuldeep Sen,Rajasthan Royals,25000.0,2022.0
Kuldeep Yadav,Kolkata Knight Riders,49000.0,2014.0
Kuldeep Yadav,Kolkata Knight Riders,711000.0,2018.0
Kuldeep Yadav,Delhi Daredevils,245000.0,2022.0
Kuldip Yadav,Rajasthan Royals,25000.0,2021.0
Kuldip Yadav,Rajasthan Royals,25000.0,2022.0
Kulwant Khejroliya,Mumbai Indians,12000.0,2017.0
Kulwant Khejroliya,Royal Challengers Bangalore,104000.0,2018.0
Kusal Janith Perera,Rajasthan Royals,18000.0,2013.0
Kyle Abbott,Chennai Super Kings,37000.0,2015.0
Kyle Abbott,Kings XI Punjab,258000.0,2016.0
Kyle Jamieson,Royal Challengers Bangalore,1840000.0,2021.0
Kyle Mayers,Lucknow Super Giants,61000.0,2022.0
Lakshmipathy Balaji,Kings XI Punjab,221000.0,2014.0
Lalit Yadav,Delhi Daredevils,25000.0,2020.0
Lalit Yadav,Delhi Daredevils,80000.0,2022.0
Lasith Malinga,Mumbai Indians,245000.0,2019.0
Laxmi Ratan Shukla,Delhi Daredevils,184000.0,2014.0
Laxmi Ratan Shukla,Sunrisers Hyderabad,37000.0,2015.0
Liam Livingstone,Rajasthan Royals,61000.0,2019.0
Liam Livingstone,Rajasthan Royals,92000.0,2021.0
Liam Livingstone,Punjab Kings,1411000.0,2022.0
Lockie Ferguson,Rising Pune Supergiants,61000.0,2017.0
Lockie Ferguson,Kolkata Knight Riders,196000.0,2019.0
Lockie Ferguson,Gujarat Titans,1227000.0,2022.0
Luke Pomersbach,Kings XI Punjab,276000.0,2013.0
Lukman Hussain Meriwala,Delhi Daredevils,25000.0,2021.0
Lungisani Ngidi,Chennai Super Kings,61000.0,2018.0
Lungisani Ngidi,Delhi Daredevils,61000.0,2022.0
Luvnith Sisodia,Royal Challengers Bangalore,25000.0,2022.0
M Siddharth,Kolkata Knight Riders,25000.0,2020.0
M Siddharth,Delhi Daredevils,25000.0,2021.0
M. Ashwin,Rising Pune Supergiants,552000.0,2016.0
M. Ashwin,Delhi Daredevils,123000.0,2017.0
M. Ashwin,Royal Challengers Bangalore,270000.0,2018.0
M. Ashwin,Kings XI Punjab,25000.0,2019.0
M. Harisankar Reddy,Chennai Super Kings,25000.0,2021.0
Washington Sundar,Royal Challengers Bangalore,392000.0,2018.0
Maheesh Theekshana,Chennai Super Kings,86000.0,2022.0
Mahipal Lomror,Delhi Daredevils,12000.0,2016.0
Mahipal Lomror,Rajasthan Royals,25000.0,2018.0
Mahipal Lomror,Royal Challengers Bangalore,117000.0,2022.0
Manan Ajay Sharma,Kolkata Knight Riders,12000.0,2016.0
Manan Vohra,Royal Challengers Bangalore,135000.0,2018.0
Manan Vohra,Rajasthan Royals,25000.0,2019.0
Manan Vohra,Lucknow Super Giants,25000.0,2022.0
Mandeep Hardev Singh,Kings XI Punjab,98000.0,2014.0
Mandeep Singh,Royal Challengers Bangalore,172000.0,2018.0
Mandeep Singh,Delhi Daredevils,135000.0,2022.0
Manish Pandey,Kolkata Knight Riders,209000.0,2014.0
Manish Pandey,Sunrisers Hyderabad,1349000.0,2018.0
Manish Pandey,Lucknow Super Giants,564000.0,2022.0
Manjot Kalra,Delhi Daredevils,25000.0,2018.0
Manoj Tiwary,Delhi Daredevils,343000.0,2014.0
Manoj Tiwary,Rising Pune Supergiants,61000.0,2017.0
Manoj Tiwary,Kings XI Punjab,123000.0,2018.0
Manpreet Gony,Kings XI Punjab,460000.0,2013.0
Manpreet Gony,Gujarat Lions,74000.0,2017.0
Manprit Juneja,Sunrisers Hyderabad,12000.0,2014.0
Manvinder Bisla,Kolkata Knight Riders,74000.0,2014.0
Manzoor Dar,Kings XI Punjab,25000.0,2018.0
Marchant De Lange,Mumbai Indians,37000.0,2014.0
Marco Jansen,Mumbai Indians,25000.0,2021.0
Marco Jansen,Sunrisers Hyderabad,515000.0,2022.0
Marcus Stoinis,Delhi Daredevils,31000.0,2015.0
Marcus Stoinis,Kings XI Punjab,67000.0,2016.0
Marcus Stoinis,Kings XI Punjab,760000.0,2018.0
Marcus Stoinis,Delhi Daredevils,589000.0,2020.0
Mark Wood,Chennai Super Kings,184000.0,2018.0
Mark Wood,Lucknow Super Giants,920000.0,2022.0
Martin Guptill,Kings XI Punjab,61000.0,2017.0
Martin Guptill,Sunrisers Hyderabad,123000.0,2019.0
Matt Henry,Chennai Super Kings,37000.0,2014.0
Matt Henry,Kings XI Punjab,61000.0,2017.0
Matthew Wade,Gujarat Titans,294000.0,2022.0
Mayank Agarwal,Delhi Daredevils,196000.0,2014.0
Mayank Agarwal,Kings XI Punjab,123000.0,2018.0
Mayank Dagar,Kings XI Punjab,25000.0,2018.0
Mayank Markande,Mumbai Indians,25000.0,2018.0
Mayank Markande,Mumbai Indians,80000.0,2022.0
Mayank Yadav,Lucknow Super Giants,25000.0,2022.0
Michael Clarke,Pune Warriors,368000.0,2013.0
Michael Hussey,Mumbai Indians,613000.0,2014.0
Michael Hussey,Chennai Super Kings,184000.0,2015.0
Midhun S,Rajasthan Royals,25000.0,2018.0
Milind Kumar,Delhi Daredevils,12000.0,2014.0
Milind Kumar,Royal Challengers Bangalore,25000.0,2019.0
Milind Tandon,Rising Pune Supergiants,12000.0,2017.0
Mitchell Johnson,Kings XI Punjab,797000.0,2014.0
Mitchell Johnson,Mumbai Indians,245000.0,2017.0
Mitchell Johnson,Kolkata Knight Riders,245000.0,2018.0
Mitchell Marsh,Rising Pune Supergiants,589000.0,2016.0
Mitchell Marsh,Sunrisers Hyderabad,245000.0,2020.0
Mitchell Marsh,Delhi Daredevils,797000.0,2022.0
Mitchell McClenaghan,Mumbai Indians,37000.0,2015.0
Mitchell Santner,Chennai Super Kings,61000.0,2018.0
Mitchell Santner,Chennai Super Kings,233000.0,2022.0
Mitchell Starc,Royal Challengers Bangalore,613000.0,2014.0
Mitchell Starc,Kolkata Knight Riders,1153000.0,2018.0
Mithun Manhas,Chennai Super Kings,37000.0,2014.0
Moeen Ali,Royal Challengers Bangalore,209000.0,2018.0
Moeen Ali,Chennai Super Kings,859000.0,2021.0
Mohammad Nabi,Sunrisers Hyderabad,37000.0,2017.0
Mohammad Nabi,Sunrisers Hyderabad,123000.0,2018.0
Mohammad Nabi,Kolkata Knight Riders,123000.0,2022.0
Mohammad Shami,Delhi Daredevils,521000.0,2014.0
Mohammad Shami,Delhi Daredevils,368000.0,2018.0
Mohammad Shami,Kings XI Punjab,589000.0,2019.0
Mohammad Shami,Gujarat Titans,767000.0,2022.0
Mohammed Azharudeen,Royal Challengers Bangalore,25000.0,2021.0
Mohammed Siraj,Sunrisers Hyderabad,319000.0,2017.0
Mohammed Siraj,Royal Challengers Bangalore,319000.0,2018.0
Mohd. Arshad Khan,Mumbai Indians,25000.0,2022.0
Mohit Sharma,Chennai Super Kings,245000.0,2014.0
Mohit Sharma,Kings XI Punjab,797000.0,2016.0
Mohit Sharma,Kings XI Punjab,294000.0,2018.0
Mohit Sharma,Chennai Super Kings,613000.0,2019.0
Mohit Sharma,Delhi Daredevils,61000.0,2020.0
Mohsin Khan,Mumbai Indians,25000.0,2018.0
Mohsin Khan,Mumbai Indians,25000.0,2020.0
Mohsin Khan,Lucknow Super Giants,25000.0,2022.0
Moises Henriques,Royal Challengers Bangalore,276000.0,2013.0
Moises Henriques,Sunrisers Hyderabad,123000.0,2014.0
Moises Henriques,Kings XI Punjab,123000.0,2019.0
Moises Henriques,Punjab Kings,515000.0,2021.0
Monu Singh,Chennai Super Kings,25000.0,2018.0
Morne Morkel,Kolkata Knight Riders,343000.0,2014.0
Mujeeb Zadran,Kings XI Punjab,491000.0,2018.0
Mujeeb Zadran,Sunrisers Hyderabad,184000.0,2021.0
Mukesh Choudhary,Chennai Super Kings,25000.0,2022.0
Munaf Patel,Gujarat Lions,37000.0,2017.0
Murali Kartik,Kings XI Punjab,123000.0,2014.0
Murali Vijay,Delhi Daredevils,613000.0,2014.0
Murali Vijay,Kings XI Punjab,368000.0,2015.0
Murali Vijay,Chennai Super Kings,245000.0,2018.0
Murugan Ashwin,Mumbai Indians,196000.0,2022.0
Mustafizur Rahman,Sunrisers Hyderabad,172000.0,2016.0
Mustafizur Rahman,Mumbai Indians,270000.0,2018.0
Mustafizur Rahman,Rajasthan Royals,123000.0,2021.0
Mustafizur Rahman,Delhi Daredevils,245000.0,2022.0
Muttiah Muralitharan,Royal Challengers Bangalore,123000.0,2014.0
N Jagadeesan,Chennai Super Kings,25000.0,2018.0
N. Jagadeesan,Chennai Super Kings,25000.0,2022.0
N. Tilak Varma,Mumbai Indians,209000.0,2022.0
Naman Ojha,Sunrisers Hyderabad,61000.0,2014.0
Naman Ojha,Delhi Daredevils,172000.0,2018.0
Nathan Coulter-Nile,Mumbai Indians,414000.0,2013.0
Nathan Coulter-Nile,Delhi Daredevils,521000.0,2014.0
Nathan Coulter-Nile,Kolkata Knight Riders,429000.0,2017.0
Nathan Coulter-Nile,Royal Challengers Bangalore,270000.0,2018.0
Nathan Coulter-Nile,Mumbai Indians,981000.0,2020.0
Nathan Coulter-Nile,Mumbai Indians,613000.0,2021.0
Nathan Coulter-Nile,Rajasthan Royals,245000.0,2022.0
Nathan Ellis,Punjab Kings,92000.0,2022.0
Nathan McCullum,Sunrisers Hyderabad,92000.0,2013.0
Nathu Singh,Mumbai Indians,392000.0,2016.0
Nathu Singh,Gujarat Lions,61000.0,2017.0
Nathu Singh,Delhi Daredevils,25000.0,2019.0
Navdeep Saini,Delhi Daredevils,12000.0,2017.0
Navdeep Saini,Royal Challengers Bangalore,368000.0,2018.0
Navdeep Saini,Rajasthan Royals,319000.0,2022.0
Nic Maddinson,Royal Challengers Bangalore,61000.0,2014.0
Nicolas Pooran,Sunrisers Hyderabad,1319000.0,2022.0
Nicolas Pooran,Mumbai Indians,37000.0,2017.0
Nicolas Pooran,Kings XI Punjab,515000.0,2019.0
Nidheesh M D Dinesan,Mumbai Indians,25000.0,2018.0
Nikhil Shankar Naik,Kings XI Punjab,37000.0,2015.0
Nikhil Shankar Naik,Kolkata Knight Riders,25000.0,2019.0
Nikhil Shankar Naik,Kolkata Knight Riders,25000.0,2020.0
Nitish Rana,Mumbai Indians,12000.0,2015.0
Nitish Rana,Kolkata Knight Riders,417000.0,2018.0
Nitish Rana,Kolkata Knight Riders,981000.0,2022.0
Noor Ahmad,Gujarat Titans,37000.0,2022.0
Obed Mccoy,Rajasthan Royals,92000.0,2022.0
Odean Smith,Punjab Kings,736000.0,2022.0
Oshane Thomas,Rajasthan Royals,135000.0,2019.0
Oshane Thomas,Rajasthan Royals,61000.0,2020.0
Pankaj Jaswal,Mumbai Indians,25000.0,2019.0
Pankaj Singh,Royal Challengers Bangalore,138000.0,2013.0
Paras Dogra,Gujarat Lions,12000.0,2016.0
Pardeep Sahu,Rajasthan Royals,12000.0,2015.0
Pardeep Sahu,Kings XI Punjab,12000.0,2016.0
Pardeep Sahu,Kings XI Punjab,25000.0,2018.0
Parthiv Patel,Royal Challengers Bangalore,172000.0,2014.0
Parthiv Patel,Royal Challengers Bangalore,209000.0,2018.0
Parveez Rasool,Sunrisers Hyderabad,117000.0,2014.0
Parvinder Awana,Kings XI Punjab,80000.0,2014.0
Pat Cummins,Mumbai Indians,662000.0,2018.0
Pat Cummins,Kolkata Knight Riders,1901000.0,2020.0
Pat Cummins,Kolkata Knight Riders,889000.0,2022.0
Pat Cummins,Kolkata Knight Riders,123000.0,2014.0
Pat Cummins,Delhi Daredevils,552000.0,2017.0
Pavan Deshpande,Royal Challengers Bangalore,25000.0,2018.0
Pavan Deshpande,Royal Challengers Bangalore,25000.0,2020.0
Pawan Negi,Chennai Super Kings,12000.0,2014.0
Pawan Negi,Delhi Daredevils,1043000.0,2016.0
Pawan Negi,Royal Challengers Bangalore,123000.0,2017.0
Pawan Negi,Royal Challengers Bangalore,123000.0,2018.0
Pawan Negi,Kolkata Knight Riders,61000.0,2021.0
Pawan Suyal,Mumbai Indians,12000.0,2014.0
Pawan Suyal,Delhi Daredevils,12000.0,2016.0
Peter Handscomb,Rising Pune Supergiants,37000.0,2016.0
Philip Hughes,Mumbai Indians,92000.0,2013.0
Piyush Chawla,Kolkata Knight Riders,521000.0,2014.0
Piyush Chawla,Kolkata Knight Riders,515000.0,2018.0
Piyush Chawla,Chennai Super Kings,828000.0,2020.0
Piyush Chawla,Mumbai Indians,294000.0,2021.0
Prabhsimran Singh,Kings XI Punjab,589000.0,2019.0
Prabhsimran Singh,Kings XI Punjab,67000.0,2020.0
Prabhsimran Singh,Punjab Kings,74000.0,2022.0
Pradeep Sangwan,Gujarat Lions,25000.0,2016.0
Pradeep Sangwan,Mumbai Indians,184000.0,2018.0
Pradeep Sangwan,Gujarat Titans,25000.0,2022.0
Pragyan Ojha,Mumbai Indians,399000.0,2014.0
Pragyan Ojha,Mumbai Indians,61000.0,2015.0
Prasanth Padmanabhan,Sunrisers Hyderabad,12000.0,2015.0
Prasanth Parameswaran,Sunrisers Hyderabad,37000.0,2014.0
Prashant Chopra,Rajasthan Royals,25000.0,2018.0
Prashant Solanki,Chennai Super Kings,147000.0,2022.0
Prasidh Krishna,Rajasthan Royals,1227000.0,2022.0
Pratham Singh,Gujarat Lions,12000.0,2017.0
Pratham Singh,Kolkata Knight Riders,25000.0,2022.0
Pratyush Singh,Chennai Super Kings,12000.0,2015.0
Pratyush Singh,Delhi Daredevils,12000.0,2016.0
Praveen Dubey,Royal Challengers Bangalore,43000.0,2016.0
Praveen Dubey,Royal Challengers Bangalore,12000.0,2017.0
Praveen Kumar,Sunrisers Hyderabad,270000.0,2015.0
Praveen Kumar,Gujarat Lions,429000.0,2016.0
Pravin Dubey,Delhi Daredevils,61000.0,2022.0
Pravin Tambe,Rajasthan Royals,12000.0,2014.0
Pravin Tambe,Gujarat Lions,25000.0,2016.0
